Gender,Age,Partner,Dependents,Tenure,Contract Type,Payment Method,Internet Service,Phone Service,Multiple Lines,TV,Streaming,Monthly Charges,Total Charges,Churn
Female,18,Yes,No,25,One year,Electronic check,Fiber optic,Yes,No,No,Yes,69.97,1777.12,No
Male,47,Yes,No,46,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,74.19,3411.22,Yes
Male,63,Yes,No,14,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,87.93,1274.96,No
Female,33,No,Yes,37,Two year,Bank transfer,DSL,Yes,No,Yes,Yes,61.79,2300.36,No
Male,44,Yes,Yes,71,Month-to-month,Electronic check,No,No,No,No,No,23.95,1702.01,No
Female,63,Yes,No,19,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,76.8,1484.08,No
Male,67,No,No,63,Two year,Electronic check,DSL,Yes,Yes,Yes,Yes,67.9,4267.42,No
Male,70,No,No,21,One year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,80.61,1671.86,No
Male,44,Yes,Yes,44,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,84.1,3718.83,No
Female,42,Yes,Yes,11,Two year,Bank transfer,No,Yes,No,No,No,31.73,359.67,No
Male,41,No,No,19,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,81.96,1578.17,Yes
Female,59,No,No,62,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,83.68,5208.44,No
Male,44,No,No,42,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,82.67,3512.28,No
Male,42,Yes,No,41,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,78.76,3200.01,No
Female,28,No,No,36,Two year,Credit card,DSL,Yes,Yes,No,No,59.54,2136.24,No
Female,47,No,Yes,17,One year,Bank transfer,DSL,Yes,No,No,Yes,54.41,919.24,No
Male,32,No,No,66,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,72.14,4784.45,Yes
Male,50,No,Yes,28,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,72.39,2034.46,No
Male,73,No,Yes,0,Two year,Bank transfer,Fiber optic,No,No,No,No,68.08,23.41,No
Female,66,No,No,65,Two year,Credit card,Fiber optic,No,No,Yes,Yes,78.07,5079.91,No
Male,47,No,Yes,3,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,70.46,211.02,No
Male,78,No,Yes,63,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,79.81,5041.47,Yes
Male,78,Yes,No,19,One year,Electronic check,Fiber optic,No,No,Yes,Yes,80.9,1542.41,No
Female,45,Yes,No,4,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,82.47,337.66,Yes
Male,65,No,No,15,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,92.63,1402.45,No
Female,39,No,No,47,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,63.15,2976.88,Yes
Male,72,Yes,Yes,39,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,61.66,2424.4,No
Male,41,Yes,No,11,Month-to-month,Electronic check,No,Yes,No,No,No,25.98,286.86,No
Male,34,No,No,21,One year,Credit card,Fiber optic,Yes,Yes,No,No,66.88,1407.96,No
Male,26,No,No,15,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,82.47,1217.05,Yes
Male,70,Yes,Yes,47,One year,Mailed check,DSL,Yes,Yes,Yes,No,70.24,3321.05,No
Female,36,Yes,Yes,62,One year,Credit card,Fiber optic,Yes,Yes,No,Yes,76.31,4765.42,No
Male,68,Yes,Yes,18,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,79.86,1401.37,Yes
Female,23,No,No,64,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,69.97,4490.93,No
Male,49,No,Yes,29,Month-to-month,Credit card,No,Yes,No,No,No,24.42,705.15,No
Male,44,No,No,5,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,73.8,365.32,Yes
Male,45,Yes,No,23,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,97.87,2263.54,Yes
Male,28,No,No,62,Month-to-month,Electronic check,No,Yes,No,Yes,No,28.33,1755.77,No
Female,22,Yes,No,58,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,74.82,4347.39,Yes
Male,39,No,Yes,52,Two year,Credit card,No,Yes,No,Yes,No,34.5,1786.98,No
Female,47,Yes,No,28,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,89.17,2526.87,Yes
Female,67,Yes,No,55,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,60.88,3343.53,Yes
Female,46,No,No,51,Two year,Electronic check,No,Yes,No,Yes,No,32.74,1654.66,No
Male,33,Yes,No,57,Two year,Credit card,Fiber optic,No,No,Yes,No,77.23,4409.22,No
Male,34,No,Yes,40,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,72.44,2881.08,No
Female,55,No,No,36,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,82.68,2981.12,No
Male,45,Yes,Yes,69,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,72.81,5056.57,Yes
Male,73,Yes,Yes,68,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,70.62,4801.44,No
Female,45,No,No,38,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,90.61,3416.12,Yes
Female,53,No,No,14,One year,Credit card,No,No,No,Yes,No,30.49,418.62,No
Female,21,Yes,Yes,29,Month-to-month,Mailed check,DSL,No,No,No,Yes,48.3,1417.0,No
Male,30,Yes,No,36,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,82.45,2970.26,No
Female,70,No,No,48,One year,Credit card,DSL,No,No,Yes,Yes,50.82,2453.42,No
Male,39,Yes,No,22,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,73.28,1599.43,No
Female,44,No,Yes,3,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,76.42,221.03,Yes
Female,54,No,No,59,Two year,Bank transfer,Fiber optic,Yes,No,No,No,74.8,4425.73,No
Female,21,Yes,Yes,68,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,80.5,5506.47,No
Female,49,No,No,5,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,68.57,335.1,Yes
Male,39,Yes,No,22,Month-to-month,Mailed check,No,Yes,No,Yes,Yes,32.67,719.56,No
Male,27,Yes,No,31,One year,Bank transfer,No,Yes,Yes,Yes,No,40.71,1283.88,No
Male,43,No,Yes,54,One year,Electronic check,Fiber optic,Yes,No,No,Yes,79.02,4269.95,No
Male,45,No,No,55,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,79.47,4383.38,No
Female,29,No,Yes,24,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,73.41,1746.95,Yes
Male,51,Yes,Yes,22,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,56.96,1253.28,No
Female,64,No,No,29,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,90.02,2598.02,No
Male,34,Yes,Yes,17,Two year,Credit card,Fiber optic,Yes,No,No,Yes,74.19,1227.5,No
Male,77,Yes,No,31,Two year,Mailed check,Fiber optic,Yes,Yes,No,No,77.12,2373.17,No
Male,55,Yes,No,18,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,77.93,1411.78,Yes
Female,65,Yes,No,4,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,86.27,356.12,Yes
Female,22,Yes,No,51,One year,Mailed check,No,Yes,Yes,No,No,20.46,1058.6,No
Female,65,No,No,56,Month-to-month,Credit card,DSL,Yes,No,No,No,46.64,2621.9,No
Male,38,Yes,No,20,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,82.34,1642.26,Yes
Male,62,No,Yes,28,Two year,Bank transfer,DSL,Yes,No,No,No,51.78,1413.04,No
Female,67,No,No,28,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,61.76,1706.4,Yes
Female,33,Yes,No,1,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,36.54,58.64,Yes
Male,34,Yes,Yes,39,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,68.73,2663.78,No
Female,21,Yes,Yes,33,One year,Bank transfer,DSL,Yes,Yes,Yes,Yes,68.33,2253.43,No
Male,55,Yes,Yes,67,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,91.16,6109.24,No
Male,65,No,No,26,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,87.57,2249.01,Yes
Female,43,No,No,57,One year,Credit card,Fiber optic,Yes,Yes,No,No,70.64,4033.27,No
Male,27,No,No,28,Month-to-month,Bank transfer,No,Yes,No,No,No,26.26,765.86,No
Male,37,Yes,No,13,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,79.3,1030.58,No
Female,42,Yes,No,25,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,80.93,2017.92,No
Female,74,Yes,Yes,63,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,87.53,5490.95,No
Male,25,No,No,18,One year,Bank transfer,No,Yes,No,No,Yes,28.83,513.43,No
Male,39,Yes,No,60,Month-to-month,Electronic check,DSL,Yes,No,No,No,44.17,2660.91,No
Female,57,Yes,Yes,47,One year,Electronic check,Fiber optic,Yes,No,No,No,76.43,3592.24,No
Female,32,No,Yes,53,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,78.57,4155.32,Yes
Female,72,No,Yes,54,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,75.17,4079.19,No
Female,74,Yes,No,37,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,55.45,2046.57,No
Male,41,No,Yes,43,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,84.85,3640.07,Yes
Female,64,Yes,Yes,5,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,69.6,350.85,No
Male,64,Yes,Yes,50,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,73.74,3713.3,No
Male,60,Yes,Yes,51,Month-to-month,Bank transfer,DSL,No,No,Yes,No,48.15,2452.55,No
Female,29,Yes,No,7,Two year,Electronic check,DSL,Yes,Yes,No,No,44.63,294.73,No
Male,21,No,No,37,One year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,88.35,3279.72,No
Female,39,Yes,No,36,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,69.94,2511.28,No
Male,26,No,No,22,Month-to-month,Bank transfer,No,Yes,No,No,No,25.07,562.68,Yes
Female,36,Yes,Yes,4,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,87.69,309.8,Yes
Female,57,No,No,0,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,52.91,0.74,Yes
Male,54,No,No,15,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,77.59,1158.88,Yes
Male,30,Yes,No,16,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,82.78,1305.32,Yes
Female,19,No,No,15,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,69.18,1013.5,No
Male,31,No,Yes,43,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,80.79,3468.23,No
Male,46,No,No,30,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,94.79,2822.35,No
Male,66,Yes,No,8,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,54.34,375.37,No
Female,40,No,Yes,6,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,54.88,305.75,Yes
Male,35,Yes,No,47,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,66.6,3105.69,No
Female,52,No,Yes,67,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,72.05,4828.09,No
Male,22,No,Yes,59,Month-to-month,Mailed check,Fiber optic,No,No,No,No,71.5,4194.84,No
Male,31,Yes,No,54,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,47.6,2570.41,Yes
Male,20,No,No,22,Month-to-month,Mailed check,DSL,Yes,No,No,No,60.49,1311.63,Yes
Female,50,No,No,50,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,76.51,3840.91,Yes
Male,45,No,No,5,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,74.92,382.07,Yes
Male,54,Yes,Yes,12,Two year,Electronic check,DSL,Yes,No,Yes,No,55.3,657.56,No
Female,56,Yes,No,10,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,67.41,676.99,No
Male,42,Yes,No,13,Month-to-month,Bank transfer,No,No,No,No,No,21.93,296.56,Yes
Male,71,Yes,Yes,25,Month-to-month,Bank transfer,No,Yes,No,No,Yes,22.84,572.28,No
Male,74,No,No,3,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,76.97,233.74,Yes
Male,24,Yes,No,58,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,67.93,3897.67,No
Female,75,No,Yes,51,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,65.44,3326.83,No
Female,30,No,No,45,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,76.91,3445.6,Yes
Female,33,No,No,12,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,85.01,1041.18,Yes
Female,50,Yes,No,62,Month-to-month,Electronic check,No,Yes,No,No,Yes,35.65,2202.42,No
Male,19,No,No,0,One year,Electronic check,Fiber optic,Yes,No,No,No,73.18,0.0,No
Male,40,No,No,71,One year,Electronic check,DSL,Yes,Yes,Yes,No,59.68,4248.74,No
Male,30,No,No,52,One year,Electronic check,No,Yes,No,Yes,Yes,39.76,2037.01,No
Female,47,Yes,Yes,14,Two year,Mailed check,Fiber optic,Yes,No,No,No,62.14,868.2,No
Male,68,No,No,14,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,46.83,616.1,No
Female,75,Yes,No,50,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,77.63,3867.27,No
Male,31,No,No,58,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,67.4,3900.0,No
Female,51,Yes,No,33,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,81.45,2716.95,Yes
Male,47,Yes,No,4,One year,Mailed check,DSL,Yes,No,No,Yes,56.75,224.03,No
Female,43,No,No,35,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,76.51,2660.12,No
Female,57,Yes,No,34,Month-to-month,Bank transfer,DSL,Yes,No,No,No,46.97,1594.16,No
Female,79,No,No,23,Month-to-month,Electronic check,No,No,No,Yes,No,30.25,724.65,No
Male,43,No,No,65,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,88.39,5704.2,Yes
Male,22,Yes,Yes,24,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,67.6,1637.82,Yes
Female,74,Yes,Yes,17,One year,Credit card,No,Yes,Yes,No,Yes,32.38,558.01,No
Male,75,Yes,No,48,Month-to-month,Bank transfer,No,Yes,Yes,No,No,27.06,1296.49,No
Female,37,No,Yes,44,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,71.6,3144.4,No
Female,49,No,Yes,44,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,74.54,3308.56,No
Female,71,Yes,Yes,36,Two year,Credit card,No,Yes,Yes,No,Yes,34.49,1255.97,No
Female,49,Yes,No,22,Two year,Credit card,Fiber optic,Yes,No,No,No,73.54,1597.15,No
Female,47,Yes,No,18,One year,Credit card,Fiber optic,Yes,Yes,No,No,72.32,1302.23,No
Male,75,No,No,8,Month-to-month,Credit card,DSL,Yes,No,Yes,No,51.02,433.04,No
Male,69,Yes,No,13,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,67.69,890.68,No
Male,49,Yes,No,41,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,85.9,3527.14,No
Male,28,No,Yes,29,One year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,81.11,2326.26,No
Female,45,Yes,Yes,53,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,73.89,3962.57,No
Male,59,Yes,Yes,57,One year,Bank transfer,DSL,Yes,Yes,Yes,No,67.5,3862.09,No
Male,34,No,Yes,40,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,78.48,3174.82,Yes
Female,51,No,No,7,Two year,Mailed check,Fiber optic,Yes,No,Yes,No,81.86,579.03,No
Female,58,Yes,Yes,0,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,86.55,0.0,Yes
Male,23,No,No,16,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,79.34,1256.57,No
Female,53,Yes,No,20,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,80.72,1633.81,Yes
Male,63,No,No,5,One year,Bank transfer,Fiber optic,Yes,No,No,No,73.25,396.2,Yes
Female,31,Yes,No,56,Two year,Electronic check,DSL,Yes,No,No,Yes,57.51,3241.4,No
Female,52,No,No,26,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,79.16,2103.4,Yes
Female,61,Yes,No,53,Two year,Bank transfer,No,No,No,Yes,Yes,34.76,1845.1,No
Female,20,No,No,15,Month-to-month,Credit card,DSL,Yes,No,No,No,47.18,695.25,Yes
Female,57,No,No,0,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,37.43,5.15,Yes
Female,34,Yes,No,9,Month-to-month,Electronic check,No,Yes,No,No,No,20.5,200.62,Yes
Female,42,Yes,No,33,Month-to-month,Mailed check,No,Yes,No,No,No,24.29,796.23,No
Male,58,No,Yes,34,Two year,Bank transfer,No,Yes,No,No,Yes,36.02,1223.69,No
Female,18,Yes,No,31,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.63,2689.89,Yes
Female,19,No,No,69,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,61.85,4277.19,No
Female,45,No,Yes,46,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,67.6,3112.38,No
Female,76,Yes,Yes,52,One year,Credit card,DSL,Yes,No,No,Yes,65.41,3405.76,No
Female,18,Yes,Yes,8,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,83.44,680.22,Yes
Male,66,No,Yes,33,Two year,Mailed check,No,Yes,No,Yes,Yes,43.52,1451.6,No
Male,22,Yes,Yes,44,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,59.06,2588.9,No
Male,48,No,No,42,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.34,3589.51,Yes
Female,44,Yes,No,68,Month-to-month,Credit card,No,No,No,No,Yes,20.13,1348.39,No
Female,47,Yes,No,34,Two year,Electronic check,DSL,Yes,No,Yes,Yes,61.97,2116.04,No
Male,23,Yes,No,26,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,56.12,1444.49,No
Male,64,Yes,Yes,67,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,74.73,5012.07,No
Female,35,No,No,24,Two year,Electronic check,DSL,No,No,Yes,Yes,54.61,1309.39,No
Female,65,Yes,Yes,41,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,77.56,3181.39,No
Female,58,No,Yes,2,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,68.28,146.39,No
Male,52,No,No,11,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,67.06,761.48,Yes
Male,37,Yes,No,4,Month-to-month,Bank transfer,DSL,No,No,No,No,51.01,203.72,Yes
Male,58,Yes,No,30,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,71.01,2109.61,Yes
Male,79,No,No,67,Month-to-month,Credit card,DSL,Yes,No,No,No,55.15,3701.1,No
Female,75,No,No,5,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,78.13,404.93,No
Male,74,No,No,70,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,59.49,4119.52,No
Female,31,Yes,No,62,Two year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,93.92,5808.57,No
Female,54,No,Yes,0,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,79.11,0.58,No
Male,42,Yes,Yes,1,Month-to-month,Mailed check,DSL,No,No,Yes,No,58.35,48.74,No
Male,77,No,No,64,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,73.4,4700.27,Yes
Female,76,Yes,No,42,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,80.9,3385.29,No
Male,71,No,Yes,12,Month-to-month,Credit card,No,Yes,Yes,No,No,23.71,303.25,No
Male,28,Yes,Yes,68,One year,Bank transfer,No,Yes,No,No,No,25.33,1723.63,No
Female,37,No,Yes,40,One year,Bank transfer,DSL,Yes,Yes,No,Yes,61.2,2411.9,No
Female,62,Yes,No,45,One year,Credit card,Fiber optic,Yes,No,Yes,Yes,88.78,4009.87,No
Female,64,No,Yes,48,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,77.1,3716.9,Yes
Male,39,Yes,No,14,Two year,Credit card,Fiber optic,No,No,Yes,No,72.16,1009.55,No
Male,26,No,Yes,25,One year,Mailed check,DSL,Yes,Yes,No,No,58.94,1436.8,No
Male,26,Yes,Yes,9,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,74.96,692.64,Yes
Male,60,Yes,Yes,38,Two year,Electronic check,No,Yes,No,No,Yes,19.62,725.28,No
Male,46,No,No,71,One year,Electronic check,Fiber optic,Yes,No,No,No,66.73,4730.8,No
Female,48,Yes,Yes,45,Month-to-month,Electronic check,No,No,No,Yes,Yes,38.05,1700.8,Yes
Male,68,Yes,No,49,Two year,Electronic check,DSL,No,No,Yes,No,53.41,2588.52,No
Female,19,No,No,13,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,38.22,496.97,No
Female,64,No,No,39,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,70.36,2747.98,No
Female,35,No,Yes,71,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,76.17,5410.1,Yes
Male,75,Yes,No,6,Month-to-month,Credit card,DSL,Yes,No,No,No,42.17,248.85,No
Male,77,Yes,Yes,14,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,83.3,1151.28,Yes
Female,49,No,No,51,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,81.72,4197.28,Yes
Male,37,Yes,No,0,Two year,Mailed check,DSL,Yes,No,No,Yes,55.61,3.71,No
Female,32,No,No,14,One year,Bank transfer,No,Yes,Yes,Yes,Yes,35.44,477.38,No
Male,29,Yes,No,67,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,88.63,5946.96,No
Male,79,No,No,1,Two year,Credit card,No,Yes,Yes,Yes,Yes,38.03,45.32,No
Female,29,No,No,30,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,78.86,2378.24,Yes
Female,45,Yes,Yes,23,One year,Mailed check,Fiber optic,Yes,Yes,No,No,77.18,1774.39,No
Male,47,Yes,No,28,One year,Credit card,DSL,Yes,Yes,Yes,No,63.11,1754.59,No
Female,60,Yes,Yes,18,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,75.84,1337.7,Yes
Male,70,Yes,Yes,19,Two year,Mailed check,DSL,Yes,No,No,Yes,47.92,899.84,No
Female,52,No,No,54,Two year,Credit card,DSL,Yes,Yes,Yes,Yes,73.86,3955.41,No
Female,64,Yes,No,1,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,67.17,73.18,Yes
Female,53,Yes,No,9,Two year,Electronic check,DSL,Yes,No,Yes,No,62.86,533.62,No
Female,45,Yes,No,19,Month-to-month,Electronic check,DSL,Yes,No,No,No,55.55,1048.43,Yes
Male,27,No,No,59,Two year,Credit card,Fiber optic,Yes,No,No,No,63.89,3784.29,No
Female,30,Yes,No,28,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,74.82,2090.06,No
Male,44,Yes,No,2,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,75.03,148.89,No
Male,20,No,No,37,Two year,Mailed check,Fiber optic,Yes,Yes,No,Yes,84.6,3139.0,No
Male,37,Yes,Yes,45,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,55.01,2485.79,No
Male,46,Yes,No,32,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,85.47,2755.78,No
Female,47,No,No,6,One year,Credit card,Fiber optic,Yes,No,Yes,Yes,82.49,506.2,No
Male,68,Yes,No,63,One year,Mailed check,Fiber optic,Yes,Yes,No,No,76.93,4853.65,No
Male,77,No,Yes,61,Month-to-month,Credit card,DSL,No,No,Yes,No,49.83,3000.12,No
Male,63,No,Yes,65,One year,Bank transfer,No,Yes,No,Yes,Yes,36.4,2370.58,No
Female,22,No,Yes,69,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,52.84,3678.97,No
Female,43,Yes,Yes,22,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,82.68,1831.98,Yes
Female,63,Yes,No,30,One year,Bank transfer,DSL,Yes,No,No,Yes,62.32,1889.0,No
Male,54,Yes,Yes,69,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,33.21,2278.07,No
Male,46,Yes,No,32,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,73.25,2342.46,No
Female,45,Yes,No,62,Two year,Credit card,No,Yes,No,Yes,Yes,31.64,1973.27,No
Female,43,No,No,46,Two year,Bank transfer,No,Yes,Yes,No,No,26.65,1234.65,No
Female,53,No,Yes,66,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,72.9,4826.92,No
Female,29,Yes,No,0,One year,Electronic check,DSL,Yes,Yes,No,Yes,54.95,0.0,Yes
Female,50,No,No,50,Two year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,81.13,4040.61,No
Female,30,No,No,57,Two year,Bank transfer,No,Yes,No,No,No,25.61,1433.83,No
Male,60,No,No,14,Month-to-month,Electronic check,No,Yes,No,Yes,No,27.2,385.91,Yes
Male,71,No,No,52,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,33.47,1736.65,No
Male,49,No,Yes,14,Month-to-month,Mailed check,No,No,No,No,No,24.43,338.1,No
Male,42,Yes,No,65,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,82.23,5331.53,Yes
Male,76,Yes,No,65,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,74.68,4837.3,No
Female,58,No,No,0,One year,Credit card,Fiber optic,No,No,No,Yes,77.28,0.04,No
Male,44,No,No,36,One year,Electronic check,Fiber optic,Yes,No,No,Yes,76.56,2778.29,Yes
Male,19,No,Yes,27,Two year,Credit card,DSL,Yes,Yes,No,No,52.13,1438.77,No
Male,18,No,Yes,64,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,72.61,4678.16,Yes
Male,31,Yes,No,23,Month-to-month,Bank transfer,DSL,Yes,No,No,No,49.57,1130.69,Yes
Male,32,Yes,No,51,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,53.35,2697.16,No
Male,62,No,Yes,8,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,62.15,514.83,Yes
Female,49,Yes,No,15,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,75.8,1162.53,Yes
Female,79,No,No,70,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,89.31,6260.21,No
Male,51,No,No,27,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,74.8,2019.1,Yes
Female,73,No,Yes,55,One year,Electronic check,Fiber optic,Yes,No,No,Yes,77.34,4241.35,No
Female,52,Yes,No,69,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,96.71,6685.08,No
